no;id;state;partition;time;y;cov1;cov2;cov3;cov4;cluster
73;25;3;1;1;1988.975273;4.134488872;0.014099;-1.470401612;2.036669498;25
74;25;3;1;2;2452.107646;4.134488872;0.014099;-1.470401612;2.036669498;25
75;25;3;1;3;2941.02488;4.134488872;0.014099;-1.470401612;2.036669498;25
76;26;3;1;1;1690.729985;0.585643496;0.473638272;1.14934106;2.457251114;25
77;26;3;1;2;2084.134434;0.585643496;0.473638272;1.14934106;2.457251114;25
78;26;3;1;3;2504.854823;0.585643496;0.473638272;1.14934106;2.457251114;25
79;27;3;1;1;1212.083317;-0.216305992;0.77722547;-0.058978466;-0.851623882;41
80;27;3;1;2;1495.478386;-0.216305992;0.77722547;-0.058978466;-0.851623882;41
81;27;3;1;3;1804.011153;-0.216305992;0.77722547;-0.058978466;-0.851623882;41
82;28;2;0;1;612.4466521;0.056489172;-0.929607757;-0.389421363;0.755937692;14
83;28;2;0;2;854.69153;0.056489172;-0.929607757;-0.389421363;0.755937692;14
84;28;2;0;3;1101.249232;0.056489172;-0.929607757;-0.389421363;0.755937692;14
85;29;3;1;1;820.9051043;-1.223118122;1.001944139;-1.603389742;-2.271398833;6
86;29;3;1;2;1013.623507;-1.223118122;1.001944139;-1.603389742;-2.271398833;6
87;29;3;1;3;1229.365804;-1.223118122;1.001944139;-1.603389742;-2.271398833;6
88;30;2;0;1;590.3492624;-0.797155954;0.021151114;0.683414284;-0.101087861;8
89;30;2;0;2;824.5128794;-0.797155954;0.021151114;0.683414284;-0.101087861;8
90;30;2;0;3;1060.471581;-0.797155954;0.021151114;0.683414284;-0.101087861;8
91;31;2;0;1;635.4895299;0.296008061;-0.116505589;-0.237860275;-0.13774419;14
92;31;2;0;2;889.2090567;0.296008061;-0.116505589;-0.237860275;-0.13774419;14
93;31;2;0;3;1142.213322;0.296008061;-0.116505589;-0.237860275;-0.13774419;14
94;32;3;1;1;1167.000875;-0.614069939;2.352095189;-1.291410305;-0.958061738;46
95;32;3;1;2;1437.731345;-0.614069939;2.352095189;-1.291410305;-0.958061738;46
96;32;3;1;3;1734.475585;-0.614069939;2.352095189;-1.291410305;-0.958061738;46
97;33;0;0;1;110.0312925;-1.343101916;-1.637036664;-1.348710707;-1.678923495;35
98;33;0;0;2;219.4431999;-1.343101916;-1.637036664;-1.348710707;-1.678923495;35
99;33;0;0;3;327.5225051;-1.343101916;-1.637036664;-1.348710707;-1.678923495;35
100;34;0;1;1;607.811402;-0.206638619;-1.110225297;-0.081140061;1.172298389;8
101;34;0;1;2;833.332321;-0.206638619;-1.110225297;-0.081140061;1.172298389;8
102;34;0;1;3;1059.980894;-0.206638619;-1.110225297;-0.081140061;1.172298389;8
103;35;2;0;1;597.8584346;-0.219595415;-0.389553627;-0.064451937;0.13003102;9
104;35;2;0;2;836.0316961;-0.219595415;-0.389553627;-0.064451937;0.13003102;9
105;35;2;0;3;1076.676352;-0.219595415;-0.389553627;-0.064451937;0.13003102;9
106;36;2;1;1;1071.70632;0.117251752;0.521673898;-0.025726372;-0.479644303;6
107;36;2;1;2;1358.225226;0.117251752;0.521673898;-0.025726372;-0.479644303;6
108;36;2;1;3;1646.540366;0.117251752;0.521673898;-0.025726372;-0.479644303;6
109;37;2;1;1;1238.630024;0.391067184;1.034494418;1.093021134;-0.157793153;32
110;37;2;1;2;1570.35157;0.391067184;1.034494418;1.093021134;-0.157793153;32
111;37;2;1;3;1903.260653;0.391067184;1.034494418;1.093021134;-0.157793153;32
112;38;2;0;1;675.1985932;0.507224031;-0.955781363;0.987839578;0.067413866;30
113;38;2;0;2;947.9652227;0.507224031;-0.955781363;0.987839578;0.067413866;30
114;38;2;0;3;1217.689024;0.507224031;-0.955781363;0.987839578;0.067413866;30
115;39;2;0;1;566.9639748;-0.625806697;-0.688203873;0.255891019;0.140504484;20
116;39;2;0;2;793.4859378;-0.625806697;-0.688203873;0.255891019;0.140504484;20
117;39;2;0;3;1020.771277;-0.625806697;-0.688203873;0.255891019;0.140504484;20
118;40;2;0;1;860.5012628;1.382166075;0.632800017;1.081877754;1.135848767;35
119;40;2;0;2;1204.634326;1.382166075;0.632800017;1.081877754;1.135848767;35
120;40;2;0;3;1547.658179;1.382166075;0.632800017;1.081877754;1.135848767;35
121;41;0;1;1;504.1319372;-0.567950909;-2.052753374;-0.071968485;0.128082076;36
122;41;0;1;2;686.9227947;-0.567950909;-2.052753374;-0.071968485;0.128082076;36
123;41;0;1;3;868.5132721;-0.567950909;-2.052753374;-0.071968485;0.128082076;36
124;42;3;0;1;783.000904;-0.154749548;0.596618627;-0.152294892;-1.160105333;37
125;42;3;0;2;1037.393999;-0.154749548;0.596618627;-0.152294892;-1.160105333;37
126;42;3;0;3;1293.013073;-0.154749548;0.596618627;-0.152294892;-1.160105333;37
127;43;2;0;1;491.2444909;-0.582015633;-1.717039795;0.135662486;-0.685690558;31
128;43;2;0;2;687.0742641;-0.582015633;-1.717039795;0.135662486;-0.685690558;31
129;43;2;0;3;879.9808484;-0.582015633;-1.717039795;0.135662486;-0.685690558;31
130;44;0;0;1;195.6461816;-0.007137757;-0.679820053;-0.096502546;-0.317119895;18
131;44;0;0;2;390.0426067;-0.007137757;-0.679820053;-0.096502546;-0.317119895;18
132;44;0;0;3;583.9737843;-0.007137757;-0.679820053;-0.096502546;-0.317119895;18
133;45;3;0;1;917.1864285;1.169831942;-0.630441016;-0.82436438;0.442253117;32
134;45;3;0;2;1211.496093;1.169831942;-0.630441016;-0.82436438;0.442253117;32
135;45;3;0;3;1507.144127;1.169831942;-0.630441016;-0.82436438;0.442253117;32
136;46;3;1;1;970.8821651;-1.15815981;0.329318008;0.423076256;-1.979304162;40
137;46;3;1;2;1197.049895;-1.15815981;0.329318008;0.423076256;-1.979304162;40
138;46;3;1;3;1447.656219;-1.15815981;0.329318008;0.423076256;-1.979304162;40
139;47;0;0;1;227.7926901;1.861953473;-0.395059821;-2.596764995;0.568395478;24
140;47;0;0;2;456.2584444;1.861953473;-0.395059821;-2.596764995;0.568395478;24
141;47;0;0;3;684.7110035;1.861953473;-0.395059821;-2.596764995;0.568395478;24
142;48;0;0;1;236.521741;-0.632062683;0.972719103;1.00350687;1.184182276;17
143;48;0;0;2;471.6466762;-0.632062683;0.972719103;1.00350687;1.184182276;17
144;48;0;0;3;708.8453329;-0.632062683;0.972719103;1.00350687;1.184182276;17
145;49;0;1;1;791.2128281;-0.00205394;1.565173261;-0.028682298;2.395552177;40
146;49;0;1;2;1084.643117;-0.00205394;1.565173261;-0.028682298;2.395552177;40
147;49;0;1;3;1371.514517;-0.00205394;1.565173261;-0.028682298;2.395552177;40
148;50;2;1;1;1136.260432;0.028848023;0.116989792;-0.20907161;1.296469621;9
149;50;2;1;2;1438.506571;0.028848023;0.116989792;-0.20907161;1.296469621;9
150;50;2;1;3;1745.124278;0.028848023;0.116989792;-0.20907161;1.296469621;9
151;51;3;0;1;786.3761374;-0.872971916;0.105440761;0.99166941;-0.331716155;18
152;51;3;0;2;1042.463632;-0.872971916;0.105440761;0.99166941;-0.331716155;18
153;51;3;0;3;1299.461036;-0.872971916;0.105440761;0.99166941;-0.331716155;18
154;52;0;1;1;383.3973326;-1.109295118;-1.151476412;-1.825519578;-0.780685028;15
155;52;0;1;2;523.8137119;-1.109295118;-1.151476412;-1.825519578;-0.780685028;15
156;52;0;1;3;665.7733347;-1.109295118;-1.151476412;-1.825519578;-0.780685028;15
157;53;3;1;1;1394.96426;0.721974154;0.623668194;-1.502924828;1.061731349;12
158;53;3;1;2;1720.264152;0.721974154;0.623668194;-1.502924828;1.061731349;12
159;53;3;1;3;2071.020323;0.721974154;0.623668194;-1.502924828;1.061731349;12
160;54;0;0;1;240.6858415;0.397128884;0.747346378;-0.458788151;1.135485289;26
161;54;0;0;2;479.8687561;0.397128884;0.747346378;-0.458788151;1.135485289;26
162;54;0;0;3;720.227946;0.397128884;0.747346378;-0.458788151;1.135485289;26
163;55;3;1;1;1429.47545;0.016080976;1.440082903;-0.031981682;0.591446156;1
164;55;3;1;2;1761.479406;0.016080976;1.440082903;-0.031981682;0.591446156;1
165;55;3;1;3;2118.326354;0.016080976;1.440082903;-0.031981682;0.591446156;1
166;56;3;0;1;624.1181242;-0.961762607;-2.092653016;0.398554146;-0.350547592;47
167;56;3;0;2;823.1179829;-0.961762607;-2.092653016;0.398554146;-0.350547592;47
168;56;3;0;3;1027.267738;-0.961762607;-2.092653016;0.398554146;-0.350547592;47
169;57;3;0;1;960.4410457;0.377678319;0.045089549;0.455710714;0.940083315;50
170;57;3;0;2;1271.5299;0.377678319;0.045089549;0.455710714;0.940083315;50
171;57;3;0;3;1584.821322;0.377678319;0.045089549;0.455710714;0.940083315;50
172;58;2;1;1;1044.66825;-0.040847419;-0.008780667;-0.184606751;0.19633118;11
173;58;2;1;2;1325.506719;-0.040847419;-0.008780667;-0.184606751;0.19633118;11
174;58;2;1;3;1606.040047;-0.040847419;-0.008780667;-0.184606751;0.19633118;11
175;59;2;1;1;894.3045533;-0.526458531;-0.936145459;-0.370561255;0.10851542;42
176;59;2;1;2;1136.402712;-0.526458531;-0.936145459;-0.370561255;0.10851542;42
177;59;2;1;3;1377.679266;-0.526458531;-0.936145459;-0.370561255;0.10851542;42
178;60;0;0;1;115.7717999;-1.316286141;-1.037172162;-0.832290099;-2.221820037;37
179;60;0;0;2;236.6707502;-1.316286141;-1.037172162;-0.832290099;-2.221820037;37
180;60;0;0;3;352.8217009;-1.316286141;-1.037172162;-0.832290099;-2.221820037;37
181;61;2;1;1;963.850501;-0.183204437;-0.525992156;-0.090609109;-0.24297731;45
182;61;2;1;2;1227.067748;-0.183204437;-0.525992156;-0.090609109;-0.24297731;45
183;61;2;1;3;1488.361588;-0.183204437;-0.525992156;-0.090609109;-0.24297731;45
184;62;3;1;1;1262.186235;-0.393988242;1.174621264;0.161523894;-0.519106245;29
185;62;3;1;2;1556.673716;-0.393988242;1.174621264;0.161523894;-0.519106245;29
186;62;3;1;3;1876.933258;-0.393988242;1.174621264;0.161523894;-0.519106245;29
187;63;0;0;1;198.2264017;0.027828458;-0.441157957;-0.329521605;-0.240954937;25
188;63;0;0;2;395.186624;0.027828458;-0.441157957;-0.329521605;-0.240954937;25
189;63;0;0;3;592.1495104;0.027828458;-0.441157957;-0.329521605;-0.240954937;25
190;64;3;0;1;690.776175;-1.005889243;-0.566179326;1.19142614;-1.384375488;28
191;64;3;0;2;912.421305;-1.005889243;-0.566179326;1.19142614;-1.384375488;28
192;64;3;0;3;1135.083275;-1.005889243;-0.566179326;1.19142614;-1.384375488;28
193;65;2;0;1;801.9801903;0.812120287;0.283354831;0.612036989;1.667573728;12
194;65;2;0;2;1123.017405;0.812120287;0.283354831;0.612036989;1.667573728;12
195;65;2;0;3;1444.382014;0.812120287;0.283354831;0.612036989;1.667573728;12
196;66;3;0;1;571.9218512;-0.90727144;-1.002392225;-1.200722237;-0.846393046;42
197;66;3;0;2;760.2847365;-0.90727144;-1.002392225;-1.200722237;-0.846393046;42
198;66;3;0;3;944.2566128;-0.90727144;-1.002392225;-1.200722237;-0.846393046;42
199;67;0;1;1;628.702029;0.072188341;-0.581446341;0.2173462;0.20996428;32
200;67;0;1;2;859.2130982;0.072188341;-0.581446341;0.2173462;0.20996428;32
201;67;0;1;3;1092.842411;0.072188341;-0.581446341;0.2173462;0.20996428;32
202;68;2;0;1;542.8261547;-0.440641973;0.621877117;-0.714431358;-1.043454074;29
203;68;2;0;2;764.6640181;-0.440641973;0.621877117;-0.714431358;-1.043454074;29
204;68;2;0;3;982.230089;-0.440641973;0.621877117;-0.714431358;-1.043454074;29
205;69;2;0;1;789.2383562;1.410976903;-0.025361368;-0.237645445;1.23436878;21
206;69;2;0;2;1101.817995;1.410976903;-0.025361368;-0.237645445;1.23436878;21
207;69;2;0;3;1417.052293;1.410976903;-0.025361368;-0.237645445;1.23436878;21
208;70;2;0;1;1383.718887;4.585826817;0.106861704;7.798101108;1.263468008;46
209;70;2;0;2;1935.888509;4.585826817;0.106861704;7.798101108;1.263468008;46
210;70;2;0;3;2488.919356;4.585826817;0.106861704;7.798101108;1.263468008;46
211;71;3;1;1;1050.683729;-0.658820511;-0.182960121;0.284890305;-1.327209306;49
212;71;3;1;2;1297.076175;-0.658820511;-0.182960121;0.284890305;-1.327209306;49
213;71;3;1;3;1564.546735;-0.658820511;-0.182960121;0.284890305;-1.327209306;49
214;72;2;1;1;1144.475194;-0.560040843;2.208056336;-0.195678977;0.47729601;46
215;72;2;1;2;1454.771764;-0.560040843;2.208056336;-0.195678977;0.47729601;46
216;72;2;1;3;1760.480548;-0.560040843;2.208056336;-0.195678977;0.47729601;46
217;73;2;1;1;1352.253343;1.244175354;0.516042484;0.512972024;0.879956388;45
218;73;2;1;2;1712.765178;1.244175354;0.516042484;0.512972024;0.879956388;45
219;73;2;1;3;2074.844506;1.244175354;0.516042484;0.512972024;0.879956388;45
220;74;3;0;1;961.9852969;1.387632342;-0.623569021;-1.081022898;1.182346641;25
221;74;3;0;2;1275.013738;1.387632342;-0.623569021;-1.081022898;1.182346641;25
222;74;3;0;3;1588.125128;1.387632342;-0.623569021;-1.081022898;1.182346641;25
223;75;3;0;1;888.582907;0.215906462;-0.075079459;-0.015614316;0.538913306;3
224;75;3;0;2;1177.505724;0.215906462;-0.075079459;-0.015614316;0.538913306;3
225;75;3;0;3;1466.359554;0.215906462;-0.075079459;-0.015614316;0.538913306;3
226;76;2;0;1;561.1968373;0.271859594;-1.082620409;0.123030692;-1.233628501;33
227;76;2;0;2;786.2465507;0.271859594;-1.082620409;0.123030692;-1.233628501;33
228;76;2;0;3;1011.334318;0.271859594;-1.082620409;0.123030692;-1.233628501;33
229;77;0;0;1;189.8211977;-0.789639824;0.582358959;0.601487173;-1.063430681;33
230;77;0;0;2;378.8356136;-0.789639824;0.582358959;0.601487173;-1.063430681;33
231;77;0;0;3;570.1357036;-0.789639824;0.582358959;0.601487173;-1.063430681;33
232;78;0;1;1;661.2430174;0.250273976;-0.076288379;-0.436293847;0.789515278;39
233;78;0;1;2;902.8920732;0.250273976;-0.076288379;-0.436293847;0.789515278;39
234;78;0;1;3;1146.366577;0.250273976;-0.076288379;-0.436293847;0.789515278;39
235;79;0;1;1;910.2045258;2.59270346;0.11851117;-0.451345685;1.947100005;28
236;79;0;1;2;1243.505271;2.59270346;0.11851117;-0.451345685;1.947100005;28
237;79;0;1;3;1578.14781;2.59270346;0.11851117;-0.451345685;1.947100005;28
238;80;3;0;1;719.5618627;-0.350202899;-1.588286745;0.251013682;-0.137592297;5
239;80;3;0;2;954.7749701;-0.350202899;-1.588286745;0.251013682;-0.137592297;5
240;80;3;0;3;1187.534398;-0.350202899;-1.588286745;0.251013682;-0.137592297;5
241;81;3;1;1;2071.722349;1.911745803;0.283948985;4.13342724;1.651272033;4
242;81;3;1;2;2557.349128;1.911745803;0.283948985;4.13342724;1.651272033;4
243;81;3;1;3;3065.546953;1.911745803;0.283948985;4.13342724;1.651272033;4
244;82;0;0;1;242.0978651;0.794063675;-0.402195882;0.807447963;0.268393141;18
245;82;0;0;2;480.4043332;0.794063675;-0.402195882;0.807447963;0.268393141;18
246;82;0;0;3;721.9172745;0.794063675;-0.402195882;0.807447963;0.268393141;18
247;83;0;0;1;225.6823526;-0.554277679;2.891345273;-0.046539614;-0.521596167;33
248;83;0;0;2;453.6025436;-0.554277679;2.891345273;-0.046539614;-0.521596167;33
249;83;0;0;3;679.5170137;-0.554277679;2.891345273;-0.046539614;-0.521596167;33
250;84;2;0;1;738.8208689;1.469058641;-0.302082133;-0.711110502;0.711919395;34
251;84;2;0;2;1035.349214;1.469058641;-0.302082133;-0.711110502;0.711919395;34
252;84;2;0;3;1331.395275;1.469058641;-0.302082133;-0.711110502;0.711919395;34
253;85;0;0;1;210.0892871;-0.669399521;1.203174283;0.899662472;-0.714114006;4
254;85;0;0;2;419.7905512;-0.669399521;1.203174283;0.899662472;-0.714114006;4
255;85;0;0;3;630.8763225;-0.669399521;1.203174283;0.899662472;-0.714114006;4
256;86;0;0;1;178.4557526;-0.063580659;-1.705238732;-0.183391258;-0.393698675;24
257;86;0;0;2;356.8107454;-0.063580659;-1.705238732;-0.183391258;-0.393698675;24
258;86;0;0;3;533.5160307;-0.063580659;-1.705238732;-0.183391258;-0.393698675;24
259;87;0;1;1;614.2371484;-0.700534837;1.167554193;-0.521232776;0.397243134;20
260;87;0;1;2;838.4904263;-0.700534837;1.167554193;-0.521232776;0.397243134;20
261;87;0;1;3;1064.668736;-0.700534837;1.167554193;-0.521232776;0.397243134;20
262;88;2;0;1;700.8219909;0.846972325;0.318293124;-0.22827308;-0.026059272;9
263;88;2;0;2;981.0119215;0.846972325;0.318293124;-0.22827308;-0.026059272;9
264;88;2;0;3;1263.88056;0.846972325;0.318293124;-0.22827308;-0.026059272;9
265;89;0;0;1;195.5501549;-1.06182762;0.59840301;0.324689542;0.09984052;36
266;89;0;0;2;390.5299203;-1.06182762;0.59840301;0.324689542;0.09984052;36
267;89;0;0;3;584.2297203;-1.06182762;0.59840301;0.324689542;0.09984052;36
268;90;3;0;1;825.9417091;0.038109172;0.106338984;-0.507246604;0.078740323;48
269;90;3;0;2;1093.099489;0.038109172;0.106338984;-0.507246604;0.078740323;48
270;90;3;0;3;1361.736775;0.038109172;0.106338984;-0.507246604;0.078740323;48
271;91;3;0;1;754.6624504;-1.030693961;-0.131980323;0.586967033;0.051421503;26
272;91;3;0;2;998.5368619;-1.030693961;-0.131980323;0.586967033;0.051421503;26
273;91;3;0;3;1244.530949;-1.030693961;-0.131980323;0.586967033;0.051421503;26
274;92;3;0;1;707.5641002;-0.600018954;-0.392986199;0.053124745;-0.874849847;41
275;92;3;0;2;938.9808518;-0.600018954;-0.392986199;0.053124745;-0.874849847;41
276;92;3;0;3;1168.790293;-0.600018954;-0.392986199;0.053124745;-0.874849847;41
277;93;3;0;1;745.8799017;-0.378619952;-0.430145858;-0.127116111;-0.422528498;27
278;93;3;0;2;987.4183376;-0.378619952;-0.430145858;-0.127116111;-0.422528498;27
279;93;3;0;3;1230.015395;-0.378619952;-0.430145858;-0.127116111;-0.422528498;27
280;94;0;1;1;537.6784308;-1.291984744;1.429077504;-0.488003238;-0.663924073;6
281;94;0;1;2;731.6251701;-1.291984744;1.429077504;-0.488003238;-0.663924073;6
282;94;0;1;3;928.4076384;-1.291984744;1.429077504;-0.488003238;-0.663924073;6
283;95;3;0;1;552.2397585;-1.429299788;-2.402168983;1.845497132;-1.863659855;16
284;95;3;0;2;731.2095575;-1.429299788;-2.402168983;1.845497132;-1.863659855;16
285;95;3;0;3;911.807486;-1.429299788;-2.402168983;1.845497132;-1.863659855;16
286;96;3;1;1;1325.900066;0.487747905;0.651219261;-0.927929508;0.083857788;1
287;96;3;1;2;1635.111965;0.487747905;0.651219261;-0.927929508;0.083857788;1
288;96;3;1;3;1970.929321;0.487747905;0.651219261;-0.927929508;0.083857788;1
289;97;3;0;1;1136.936657;1.824011437;-0.026987834;-0.346219411;2.13605316;3
290;97;3;0;2;1506.643705;1.824011437;-0.026987834;-0.346219411;2.13605316;3
291;97;3;0;3;1876.040289;1.824011437;-0.026987834;-0.346219411;2.13605316;3
292;98;3;0;1;1012.461634;2.064339048;-0.170653867;-1.26775685;0.434847416;21
293;98;3;0;2;1341.245385;2.064339048;-0.170653867;-1.26775685;0.434847416;21
294;98;3;0;3;1668.728707;2.064339048;-0.170653867;-1.26775685;0.434847416;21
295;99;2;1;1;851.9172467;-0.619201181;-1.404112515;0.372352442;-0.638425904;33
296;99;2;1;2;1082.646379;-0.619201181;-1.404112515;0.372352442;-0.638425904;33
297;99;2;1;3;1314.039481;-0.619201181;-1.404112515;0.372352442;-0.638425904;33
298;100;0;0;1;257.3942405;0.952475397;0.290048417;-0.234174644;1.428490668;15
299;100;0;0;2;513.7933404;0.952475397;0.290048417;-0.234174644;1.428490668;15
300;100;0;0;3;770.9056745;0.952475397;0.290048417;-0.234174644;1.428490668;15
301;101;2;1;1;726.3890861;-0.810747788;-1.198168881;-0.739747462;-1.165417825;29
302;101;2;1;2;924.947794;-0.810747788;-1.198168881;-0.739747462;-1.165417825;29
303;101;2;1;3;1122.987992;-0.810747788;-1.198168881;-0.739747462;-1.165417825;29
304;102;3;1;1;1321.148246;-0.184187315;1.64431328;-0.037710776;-0.518153198;29
305;102;3;1;2;1628.085094;-0.184187315;1.64431328;-0.037710776;-0.518153198;29
306;102;3;1;3;1961.291726;-0.184187315;1.64431328;-0.037710776;-0.518153198;29
307;103;0;1;1;638.5828836;0.401483093;-0.406648181;-0.855660502;0.694581777;15
308;103;0;1;2;873.8136547;0.401483093;-0.406648181;-0.855660502;0.694581777;15
309;103;0;1;3;1109.950422;0.401483093;-0.406648181;-0.855660502;0.694581777;15
310;104;3;0;1;797.2055152;-0.089265429;-1.244271793;-0.098148765;0.712648474;40
311;104;3;0;2;1055.290688;-0.089265429;-1.244271793;-0.098148765;0.712648474;40
312;104;3;0;3;1312.190872;-0.089265429;-1.244271793;-0.098148765;0.712648474;40
313;105;3;1;1;1351.870288;0.65104632;-0.123255854;-0.594105951;0.553112252;4
314;105;3;1;2;1669.036973;0.65104632;-0.123255854;-0.594105951;0.553112252;4
315;105;3;1;3;2008.616263;0.65104632;-0.123255854;-0.594105951;0.553112252;4
